,Username,Link,Text,Human,Chat GPT (AI),Date
,cahyo_choky,https://www.tiktok.com/@cahyo_choky,udah pernah coba sepuluh mili wangi nya mewah dan unik banget,Positif,Positif,22/01/2024
,punyumunyu1578,https://www.tiktok.com/@punyumunyu1578,pas ke rumah sepupu dia bilang make parfum apa enak banget bau nya,Positif,Positif,22/01/2024
,ferrari.02000,https://www.tiktok.com/@ferrari.02000,mr crush black di campur hnry side effect enak banget wangi nya,Positif,Positif,22/01/2024
,insayllah,https://www.tiktok.com/@insayllah,padahal beli di Shope nya malah dapet palsu,Negatif,Negatif,21/01/2024
,insayllah,https://www.tiktok.com/@insayllah,saya beli yang dateng palsu  kak,Negatif,Negatif,21/01/2024
,ferrari.02000,https://www.tiktok.com/@ferrari.02000,aku sudah beli mr cruhs black wangi enak cuy tahan lama kamar saya aja wangi sekarang,Positif,Positif,21/01/2024
,alshinnn,https://www.tiktok.com/@alshinnn,dominant cocok buat kerja di dapur ga ka?,Netral,Netral,21/01/2024
,reee1341,https://www.tiktok.com/@reee1341,YAH KEHABISAN MR CRUSH BLACK,Negatif,Negatif,21/01/2024
,toni.aprilianto,https://www.tiktok.com/@toni.aprilianto,varian yang buat pasangan apa ka,Netral,Netral,21/01/2024
,yudaloveyounaysila,https://www.tiktok.com/@yudaloveyounaysila,cocok banget buat makan malam bersama pasangan,Positif,Positif,21/01/2024
,alvarisi0821,https://www.tiktok.com/@alvarisi0821,kak itu aman tidak untuk pakaian warna putih,Netral,Netral,21/01/2024
,robydarwis591,https://www.tiktok.com/@robydarwis591,mau yang lima puluh mili tapi stok nya habis,Negatif,Negatif,21/01/2024
,woy_suryaa,https://www.tiktok.com/@woy_suryaa,enakan kecil gampang di bawa kemana mana,Positif,Positif,21/01/2024
,_mas_r.07,https://www.tiktok.com/@_mas_r.07,wangi aku suka dominant,Positif,Positif,21/01/2024
,paketmakeupmurah2.id,https://www.tiktok.com/@paketmakeupmurah2.id,"tidak lama, bentar aja sudah hilang",Negatif,Negatif,21/01/2024
,riyan22587,https://www.tiktok.com/@riyan22587,mau nanya ka foto card itu apa ka?,Netral,Netral,21/01/2024
,msaukihabib,https://www.tiktok.com/@msaukihabib,aduh emang terbaik kalau dominant ini . wangi nya buat ketagihan,Positif,Positif,21/01/2024
,ikis570,https://www.tiktok.com/@ikis570,bau nya menyenggat.tidak enak.bahkan barang datang botol pecah,Negatif,Negatif,21/01/2024
,ahzar.id,https://www.tiktok.com/@ahzar.id,"tidak tahan lama parfum nya , padahal saya beli di akun ini",Negatif,Negatif,21/01/2024
,toni.aprilianto,https://www.tiktok.com/@toni.aprilianto,side effect di campur sama mr.crush black enak parah wangi nya,Positif,Positif,21/01/2024
,scentpluscirebon,https://www.tiktok.com/@scentpluscirebon,emang enak banget kalau side effect di campur dominant. Favorit saya,Positif,Positif,21/01/2024
,herinasution99,https://www.tiktok.com/@herinasution99,mantap kak aku suka banget sama saran nya,Positif,Positif,21/01/2024
,oktaraya_mebel,https://www.tiktok.com/@oktaraya_mebel,botol nya jelek dan tutup nya gampang lepas,Negatif,Negatif,21/01/2024
,devinantonio1,https://www.tiktok.com/@devinantonio1,"side effect terbaik, bau wangi banget nyaman banget sama bau nya tahan dua hari tinggal di tubuh",Positif,Positif,21/01/2024
,aghaaccc9,https://www.tiktok.com/@aghaaccc9,"kak aku baru beli yang tiga puluh lima mili, baru sampai kemarin kok kurang nyebar wangi nya,di pakai pas motoran tidak lama wangi nya hilang",Negatif,Negatif,21/01/2024
,liyaara07,https://www.tiktok.com/@liyaara07,wah ini favorit banget campuran side effect dan dominant,Positif,Positif,21/01/2024
,vianthans78,https://www.tiktok.com/@vianthans78,SAYA MAKAI PARFUM AJA TETAP AJA JOMBLO,Negatif,Negatif,21/01/2024
,rumahparfumku,https://www.tiktok.com/@rumahparfumku,mau dominant yang botol nya paling keren,Positif,Positif,21/01/2024
,fashion_wanita66,https://www.tiktok.com/@fashion_wanita66,"dominant tiga puluh lima mili ,wangi nya beda dari yang lain dan lumayan lama wangi nya",Positif,Positif,21/01/2024
,kennn25_,https://www.tiktok.com/@kennn25_,"Keren benar teknik marketing nya,kakak nya public speaking nya bagus",Positif,Positif,21/01/2024
,budibapakkefakih,https://www.tiktok.com/@budibapakkefakih,"kalau untuk istri aku, yang cocok yang mana ya kak?",Netral,Netral,21/01/2024
,nandodiegiboy,https://www.tiktok.com/@nandodiegiboy,mantap sih aku suka wangi nya,Positif,Positif,21/01/2024
,66_dd_su,https://www.tiktok.com/@66_dd_su,asli aku baru beli wangi nya jantan banget dan awet. masih tercium sendiri aroma nya keren nih parfum tidak kalah sama yang harga satu jutaan,Positif,Positif,20/01/2024
,tidakmauterkenal,https://www.tiktok.com/@tidakmauterkenal,Mantap bau nya keluarga dan sodara saya pada suka juga,Positif,Positif,20/01/2024
,ayruzsx,https://www.tiktok.com/@ayruzsx,parfum scentplus berminya ga ka,Netral,Netral,20/01/2024
,andik.d.septian,https://www.tiktok.com/@andik.d.septian,empat parfum aku semua asli wangi nya tidak ada yang bikin kecewa,Positif,Positif,20/01/2024
,afif.nitinegoro,https://www.tiktok.com/@afif.nitinegoro,harga mahal  banget ,Negatif,Negatif,20/01/2024
,epenn_,https://www.tiktok.com/@epenn_,saking enak nya mau tidur juga pakai dulu biar nyeyak tidur nya,Positif,Positif,20/01/2024
,.ozhy7,https://www.tiktok.com/@.ozhy7,saya mengakui aroma nya emang keren,Positif,Positif,20/01/2024
,user_opie,https://www.tiktok.com/@user_opie,kak nanti kalau beli asli gak datang nya,Negatif,Negatif,20/01/2024
,2kangturu,https://www.tiktok.com/@2kangturu,rekomendasi banget sih mr crush black wangi nya laki cocok buat olahraga,Positif,Positif,20/01/2024
,juan_zee,https://www.tiktok.com/@juan_zee,keren satu satu nya parfum lokal yang ada barcode nya,Positif,Positif,20/01/2024
,2tak_twostroke,https://www.tiktok.com/@2tak_twostroke,baru satu menit hilang wangi nya,Negatif,Negatif,20/01/2024
,tuan_crapp,https://www.tiktok.com/@tuan_crapp,saya sudah beli yang dominant kok bau nya aneh gitu ya,Negatif,Negatif,20/01/2024
,loksship,https://www.tiktok.com/@loksship,Iya asik banget kalau di campur gitu wangi nya makin mantap,Positif,Positif,20/01/2024
,masdidik999,https://www.tiktok.com/@masdidik999,tiga parfum ini punya karakter keren sesuai kebutuhan,Positif,Positif,19/01/2024
,gacor906,https://www.tiktok.com/@gacor906,bau biasa aja cepat hilang harga mahal seratus tiga puluh tiga ribu tiga pulu lima mili,Negatif,Negatif,19/01/2024
,tellingstory_96,https://www.tiktok.com/@tellingstory_96,wangi nya meledak nikmat banget di pakai buat kerja,Positif,Positif,19/01/2024
,nurahmad666,https://www.tiktok.com/@nurahmad666,Dominant oke banget,Positif,Positif,19/01/2024
,riz.keyyyyy,https://www.tiktok.com/@riz.keyyyyy,wangi terkeren sih,Positif,Positif,19/01/2024
,lcongresco,https://www.tiktok.com/@lcongresco,suka sekali mau pesan lagi,Positif,Positif,19/01/2024
,azwarcuahyundai,https://www.tiktok.com/@azwarcuahyundai,harum banget kakak,Positif,Positif,19/01/2024
,jepridongkol0,https://www.tiktok.com/@jepridongkol0,USULAN KAK BKIN PARFUM NAMA NYA BLUE PARADISE,Positif,Positif,19/01/2024
,wawanadyr,https://www.tiktok.com/@wawanadyr,bikin ketagihan banget sama aroma nya,Positif,Positif,18/01/2024
,mol.fy,https://www.tiktok.com/@mol.fy,edisi pro player him sudah tidak ada kah kak?,Netral,Netral,18/01/2024
,masrian444,https://www.tiktok.com/@masrian444,dominant parfum terbaik yang pernah saya pakai,Positif,Positif,18/01/2024
,bagaschandra29,https://www.tiktok.com/@bagaschandra29,aku kok gak dapat foto card nya yah. cuma stiker aja,Negatif,Negatif,18/01/2024
,ak15_2,https://www.tiktok.com/@ak15_2,hrny paling terbaik sih apa lagi di ruang ber ac serius jadi di liatin orang,Positif,Positif,18/01/2024
,azmi_0127,https://www.tiktok.com/@azmi_0127,lima pulu mili kosong ya kak,Netral,Netral,18/01/2024
,briandbriand2,https://www.tiktok.com/@briandbriand2,jelek parfum nya nempel di baju jadi oren,Negatif,Negatif,18/01/2024
,fahmiaziz16_,https://www.tiktok.com/@fahmiaziz16_,awet banget parfum nya ,Positif,Positif,18/01/2024
,fahmiaziz16_,https://www.tiktok.com/@fahmiaziz16_,seratus mili kosong ya kak,Netral,Netral,18/01/2024
,toni.aprilianto,https://www.tiktok.com/@toni.aprilianto,side effect nya habis kak baru mau beli,Negatif,Negatif,18/01/2024
,mooehamed,https://www.tiktok.com/@mooehamed,nah ini yang asli. hanya di akun Scentplus dari kota Cirebon.saya baru aja beli di shoppe ,Positif,Positif,18/01/2024
,aris.hardiansyah4,https://www.tiktok.com/@aris.hardiansyah4,sudah meluncur yang ke dua kali nya. dominant tiga puluh lima mili terbaik,Positif,Positif,18/01/2024
,sahrulsaputra167,https://www.tiktok.com/@sahrulsaputra167,saya nyesel beli parfum ini bau nya tidak enak,Negatif,Negatif,18/01/2024
,bocahsoplakk,https://www.tiktok.com/@bocahsoplakk,mantap harga sesuai Kualitas,Positif,Positif,18/01/2024
,shnry0,https://www.tiktok.com/@shnry0,side effect dominant terbaik,Positif,Positif,18/01/2024
,icanican210,https://www.tiktok.com/@icanican210,"enak banget pas di gabungin wangi nya, langsung bikin parfum baru nama nya dominant effect",Positif,Positif,18/01/2024
,dipaaditya_,https://www.tiktok.com/@dipaaditya_,kak info parfum pria yang di sukai wanita kak,Netral,Netral,18/01/2024
,02dewidewidewi,https://www.tiktok.com/@02dewidewidewi,cocok banget buat kasih kado ke suami,Positif,Positif,18/01/2024
,gergemzz,https://www.tiktok.com/@gergemzz,saya dapat yang palsu parah banget,Negatif,Negatif,17/01/2024
,vellyncya2106,https://www.tiktok.com/@vellyncya2106,kak kalau parfum buat cewe yang versi kalem gitu ada gak kak,Netral,Netral,17/01/2024
,4903n,https://www.tiktok.com/@4903n,Durasi aroma nya cuma dua menit ,Negatif,Negatif,17/01/2024
,pelitajayashop4,https://www.tiktok.com/@pelitajayashop4,emang mantap betul wangi nya,Positif,Positif,17/01/2024
,yogtiktok86,https://www.tiktok.com/@yogtiktok86,"saya sering beli, Wangi nya tidak di ragukan lagi",Positif,Positif,17/01/2024
,userwaeyoy44ab,https://www.tiktok.com/@userwaeyoy44ab,yang dominant bau nya kayak parfum orang tua nyengat bener dan bikin males makai,Negatif,Negatif,17/01/2024
,dede_ubaidillah,https://www.tiktok.com/@dede_ubaidillah,side effect sih yang paling wangi ,Positif,Positif,17/01/2024
,brammv27,https://www.tiktok.com/@brammv27,botol nya gampang banget pecah,Negatif,Negatif,17/01/2024
,waay1945,https://www.tiktok.com/@waay1945,aku tetap suka di side effect,Positif,Positif,17/01/2024
,valnjr,https://www.tiktok.com/@valnjr,saya beli side effect wangi nya kaya bapak bapak ,Negatif,Negatif,17/01/2024
,citrabayu,https://www.tiktok.com/@citrabayu,"sudah sering aku lakukan kak, wangi nya jadi tambah harum dan saya yang kerja di perhotelan kalau lewat gitu kata teman wangi nya mesti ninggalin jejak",Positif,Positif,17/01/2024
,datacantik,https://www.tiktok.com/@datacantik,Nama parfum nya DOSA,Negatif,Negatif,17/01/2024
,leopashter7,https://www.tiktok.com/@leopashter7,"hati hati buat yang belum, pernah beli ini parfum karena banyak tiruan",Negatif,Negatif,16/01/2024
,daniell.fr,https://www.tiktok.com/@daniell.fr,"saya sebener nya tau mana yang asli atau palsu, tapi saya kurang mampu buat beli yang asli nya, harga nya mahal banget",Negatif,Negatif,16/01/2024
,ayai115,https://www.tiktok.com/@ayai115,saya minat dengan produk nya,Positif,Positif,16/01/2024
,sapp.99,https://www.tiktok.com/@sapp.99,wah akhir nya di buatkan juga yang seratus mili keren banget memang scentplus ini,Positif,Positif,16/01/2024
,kasrief,https://www.tiktok.com/@kasrief,"tolong kak wangi nya tambahin agar lebih tahan lama lagi ,aku suka banget wangi nya sudah tiga kali aku beli dominant",Positif,Positif,16/01/2024
,dtstyhdwjy,https://www.tiktok.com/@dtstyhdwjy,scentplus ga pernah gagal bikin produk,Positif,Positif,16/01/2024
,ibenkswandaru,https://www.tiktok.com/@ibenkswandaru,Cobain beli yang tiga puluh lima mili dan suka kok aroma nya. saya tipe orang yang susah mendeskripsikan wangi parfum. Selanjut nya kalau abis insyaa Allah beli lagi.,Positif,Positif,16/01/2024
,indra.lesmana2808,https://www.tiktok.com/@indra.lesmana2808,tahan lama banget kak mantap dan enak parfum nya,Positif,Positif,16/01/2024
,nsy_7777,https://www.tiktok.com/@nsy_7777,tutup nya gampang lepas kak,Negatif,Negatif,16/01/2024
,dhedikacdhock,https://www.tiktok.com/@dhedikacdhock,mahal banget sekarang,Negatif,Negatif,16/01/2024
,_mas.icun_,https://www.tiktok.com/@_mas.icun_,susah banget nyari dominant yang lima puluh mili,Negatif,Negatif,16/01/2024
,abaysitnu26,https://www.tiktok.com/@abaysitnu26,ke medan berapa hari ka,Netral,Netral,16/01/2024
,riyantonolatu,https://www.tiktok.com/@riyantonolatu,SIDE EFFECT KAPAN seratus mili nya,Positif,Positif,16/01/2024
,eja.90,https://www.tiktok.com/@eja.90,lama banget kenapa baru sekarang ada yang seratus mili,Negatif,Negatif,16/01/2024
,s4mboj4,https://www.tiktok.com/@s4mboj4,wangi nya tidak tahan lama,Negatif,Negatif,16/01/2024
,enoryan,https://www.tiktok.com/@enoryan,yang ori seharian pun tahan,Positif,Positif,16/01/2024
,andika35922,https://www.tiktok.com/@andika35922,enak banget kakak temen aku pada nanya pake parfum apa,Positif,Positif,16/01/2024
,noel_9998,https://www.tiktok.com/@noel_9998,kemarin beli tidak wangi sama sekali,Negatif,Negatif,16/01/2024
,burhang140,https://www.tiktok.com/@burhang140,dominant itu bau nya ke arah bakarat enak banget,Positif,Positif,16/01/2024
,asepzramdani,https://www.tiktok.com/@asepzramdani,setuju ka  satuin coba pasti enak banget wangi nya,Positif,Positif,16/01/2024
,rikiedsan,https://www.tiktok.com/@rikiedsan,males lewat beranda aku mulu,Negatif,Negatif,16/01/2024
,rn_1411023,https://www.tiktok.com/@rn_1411023,dapet yang palsu di shoope:),Negatif,Negatif,15/01/2024
,riyantonolatu,https://www.tiktok.com/@riyantonolatu,MAU NANYA KA SIDE EFFECT KAPAN NIH SERATUS MILI NYA KA,Netral,Netral,15/01/2024
,humaprayoga,https://www.tiktok.com/@humaprayoga,sayang pengiriman nya lama,Negatif,Negatif,15/01/2024
,dewasaituberat,https://www.tiktok.com/@dewasaituberat,"Tolong dong kualitas parfum nya jangan di kurangin,aroma nya kok cepet hilang ya beda banget sama kuliatas produk yang dulu,sedih banget",Negatif,Negatif,15/01/2024
,ardychandra28,https://www.tiktok.com/@ardychandra28,edp sama edt apa beda nya ka,Netral,Netral,15/01/2024
,zodiakk_aries07,https://www.tiktok.com/@zodiakk_aries07,"semoga sukses selalu kak, enak banget wangi nya jadi pingin nambah",Positif,Positif,15/01/2024
,arthurjulianto92,https://www.tiktok.com/@arthurjulianto92,dominant ini enak di pakai siang walaupun malam,Positif,Positif,15/01/2024
,wolfdumper780,https://www.tiktok.com/@wolfdumper780,side effect tidak cocok di pakai di siang hari,Negatif,Negatif,15/01/2024
,deodang04,https://www.tiktok.com/@deodang04,wangi nya tidak enak,Negatif,Negatif,15/01/2024
,pamungkasremaja,https://www.tiktok.com/@pamungkasremaja,wangi nya tidak awet kak,Negatif,Negatif,15/01/2024
,donil_matah,https://www.tiktok.com/@donil_matah,varian pro player enak enak semua asli,Positif,Positif,14/01/2024
,mr_buuu,https://www.tiktok.com/@mr_buuu,yang asli meski harga nya seratus ribu wangi nya tahan lama,Positif,Positif,14/01/2024
,rey_itsuki,https://www.tiktok.com/@rey_itsuki,proplayer untuk cewek kapan stok nya kak kehabisan mulu dari kemarin aku,Negatif,Negatif,14/01/2024
,rey_itsuki,https://www.tiktok.com/@rey_itsuki,foto card nya agak meresahkan sih,Negatif,Negatif,14/01/2024
,anak.mudah.palsu,https://www.tiktok.com/@anak.mudah.palsu,kak aku beli kok bengkok kak tutup nya,Negatif,Negatif,14/01/2024
,adit48039,https://www.tiktok.com/@adit48039,aku suka aroma nya dominant wangi nya lebih lembut apalagi pas kondisi hujan dan dingin keluar banget aroma nya.kedepan nya mungkin scentplus bisa produksi parfum baru yang wangi aquatic.,Positif,Positif,14/01/2024
,robiansyah500,https://www.tiktok.com/@robiansyah500,tidak tahan lama dan tidak enak parfum nya,Negatif,Negatif,14/01/2024
,hidayat_ashen,https://www.tiktok.com/@hidayat_ashen,dominant asal beli di scentplus official sudah pasti harum dan tahan lama yang pasti asli,Positif,Positif,14/01/2024
,takeshi2107,https://www.tiktok.com/@takeshi2107,saya beli yang seratus mili saya suka banget sama harum nya,Positif,Positif,14/01/2024
,justgarr13,https://www.tiktok.com/@justgarr13,"wangi nya enak banget dan tahan lama, pertama kali beli dominant soal nya",Positif,Positif,14/01/2024
,athena041994,https://www.tiktok.com/@athena041994,terbaik ini parfum yang paling wangi yang aku suka sudah coba semua perodak scentplus ini yang saya suka wangi nya dominant,Positif,Positif,14/01/2024
,bangcifiw65,https://www.tiktok.com/@ngcifiw65,"udah pernah beli,iseng iseng nyoba yang sepuluh Mili ternyata bener cewek aku sama ibu aku sampai bilang parfum nya sampe bikin orang nyaman",Positif,Positif,14/01/2024
,kedai_kopimu,https://www.tiktok.com/@kedai_kopimu,tidak kayak dulu bisa tahan dua belas jam. sekarang mah cepat hilang aroma nya,Negatif,Negatif,14/01/2024
,kentangmekdi048,https://www.tiktok.com/@kentangmekdi048,"Udah aku beli penasaran sama bau nya, kalau enak aku beli lagi yang seratus mili",Positif,Positif,14/01/2024
,ervinsanjaya8,https://www.tiktok.com/@ervinsanjaya8,yang datang tidak harum dan tidak enak,Negatif,Negatif,14/01/2024
,menejaelani,https://www.tiktok.com/@menejaelani,bisa di pakai sholat gak kak?,Netral,Netral,14/01/2024
,rikiedsan,https://www.tiktok.com/@rikiedsan,aroma nya biasa aja tidak ada yang istimewa,Negatif,Negatif,14/01/2024
,cipelipamma,https://www.tiktok.com/@cipelipamma,saya beli di sini kotak nya keren banget,Positif,Positif,14/01/2024
,sobatwalet_doni_swiflet2,https://www.tiktok.com/@sobatwalet_doni_swiflet2,udah punya ke dua nya. Memang rekomendasi banget,Positif,Positif,14/01/2024
,full.of.smiles,https://www.tiktok.com/@full.of.smiles,tidak tahan lama wangi nya tiga puluh menit hilang,Negatif,Negatif,14/01/2024
,rafiiiiiiii_1,https://www.tiktok.com/@rafiiiiiiii_1,enakan semua bau pro player dan dominant,Positif,Positif,14/01/2024
,pebisandraaa,https://www.tiktok.com/@pebisandraaa,tiga puluh MENIT LANGSUNG HILANG BAU NYA,Negatif,Negatif,14/01/2024
,penday83,https://www.tiktok.com/@penday83,wangi nya tidak tahan lama kata nya tahan lama kok baru di pakai sudah hilang wangi nya,Negatif,Negatif,13/01/2024
,rian_rasin,https://www.tiktok.com/@rian_rasin,Dari fisik nya sudah terlihat palsu ini,Negatif,Negatif,13/01/2024
,aldicut123,https://www.tiktok.com/@aldicut123,"aku udah pesan tapi tidak ada efek wangi tahan lama, maaf saya merasa kecewa",Negatif,Negatif,13/01/2024
,rangga_okta,https://www.tiktok.com/@rangga_okta,kecewa pro player seratus mili kenapa tidak ada ,Negatif,Negatif,13/01/2024
,ahmad_rmp,https://www.tiktok.com/@ahmad_rmp,Parfum scentplus memang enak ,Positif,Positif,13/01/2024
,edoheriansyah05,https://www.tiktok.com/@edoheriansyah05,dominant memang mantap wangi nya sudah dua hari di jaket aja tidak hilang hilang bau nya.mantap,Positif,Positif,13/01/2024
,bangndutz99,https://www.tiktok.com/@bangndutz99,aku sudah beli ke enam kali wangi nya terbaik,Positif,Positif,13/01/2024
,ujangteat,https://www.tiktok.com/@ujangteat,pakai nya dikit dikit soal nya enak wangi nya,Positif,Positif,13/01/2024
,hadievan,https://www.tiktok.com/@hadievan,"wangi nya enak dan bikin ketagihan banget,beli dominant mulu saya juga",Positif,Positif,13/01/2024
,hiaenus,https://www.tiktok.com/@hiaenus,Asli wangi nya mantap banget kakak ,Positif,Positif,13/01/2024
,ferrothtiktok,https://www.tiktok.com/@ferrothtiktok,botol parfum scentplus dari kaca ka?,Netral,Netral,13/01/2024
,renzxelienn,https://www.tiktok.com/@renzxelienn,saking enak nya aku beli yang 100ml udah habis cepet kak bikin lagi yang 200ml,Positif,Positif,13/01/2024
,ianz45,https://www.tiktok.com/@ianz45,"tidak suka beli parfum yang banyak isi nya, karena gampang bosen tiga puluh lima mili sudah paling pas",Negatif,Negatif,13/01/2024
,ystwn09,https://www.tiktok.com/@ystwn09,"kemarin sudah yang lima puluh mili suka banget sama wangi nya, sekarang mau coba yang seratus mili",Positif,Positif,13/01/2024
,perawatanshindy,https://www.tiktok.com/@perawatanshindy,BIKIN KETAGIHAN WANGI NYA EMANG PARFUM LOKAL NOMER 1,Positif,Positif,13/01/2024
,mail._ini,https://www.tiktok.com/@mail._ini,tapi meninggalkan noda di baju putih,Negatif,Negatif,13/01/2024
,chandra2405,https://www.tiktok.com/@chandra2405,dominant wangi nya berasa pengen nyium wangi nya terus,Positif,Positif,13/01/2024
,ririsva,https://www.tiktok.com/@ririsva,Sudah pernah beli.. wangi nya bentaran hilang.. dan terasa banget banyak alkohol,Negatif,Negatif,13/01/2024
,fahri.affan2,https://www.tiktok.com/@fahri.affan2,bau nya harum banyak di perhatikan orang selanjut nya beli tiga puluh lima mili scentplus terbaik,Positif,Positif,13/01/2024
,allll7788,https://www.tiktok.com/@allll7788,Pengemasan tidak aman karena botol nya pecah satu di jalan,Negatif,Negatif,13/01/2024
,khaaavv,https://www.tiktok.com/@khaaavv,jangan pernah percaya sama dominant sama hrny produk bohong di percaya,Negatif,Negatif,13/01/2024
,bang_arseven,https://www.tiktok.com/@bang_arseven,banyak banget yang bilang wangi parfum nya enak,Positif,Positif,13/01/2024
,arjunaireng5141,https://www.tiktok.com/@arjunaireng5141,ka mau tanya ini asli original,Netral,Netral,12/01/2024
,pokzs,https://www.tiktok.com/@pokzs,yang asli di atas seratus ribu wangi nya nyebar ,Positif,Positif,12/01/2024
,r.ifandi5,https://www.tiktok.com/@r.ifandi5,iya kakak.saya juga beli yang palsu.satu menit aja sudah hilang bau nya,Negatif,Negatif,12/01/2024
,kutamara.765341104,https://www.tiktok.com/@kutamara.765341104,"wangi nya cepat banget hilang , cuman bertahan dua jam doang",Negatif,Negatif,12/01/2024
,dimsss.92,https://www.tiktok.com/@dimsss.92,"nyindir sebelah nih, inisial scentpro",Negatif,Negatif,12/01/2024
,kingdaks11,https://www.tiktok.com/@kingdaks11,"parfum nya sudah mendarat dengan sesuai, wangi nya enak banget",Positif,Positif,12/01/2024
,erman_k.chova,https://www.tiktok.com/@erman_k.chova,"pengiriman nya lama banget kalau di toko oren, sudah sepuluh hari belum nyampe juga",Negatif,Negatif,12/01/2024
,scentpluscirebon,https://www.tiktok.com/@scentpluscirebon,sudah pasti dominant seratus mili tidak bakal ada yang palsu,Positif,Positif,12/01/2024
,andry_laut45,https://www.tiktok.com/@andry_laut45,pengiriman dari cirebon ke cikarang berapa lama kak,Netral,Netral,12/01/2024
,mtauhid829,https://www.tiktok.com/@mtauhid829,pro player yang seratus mili dong massa dominant doang,Negatif,Negatif,12/01/2024
,cogal_cowotegal86,https://www.tiktok.com/@cogal_cowotegal86,kalau bisa biar wang inya nyampai sepuluh jam,Positif,Positif,12/01/2024
,afifmala276,https://www.tiktok.com/@afifmala276,parfum buat titik kuning di baju putih kakak,Negatif,Negatif,12/01/2024
,eko_gooners,https://www.tiktok.com/@eko_gooners,"aku lihat ada yang komen bagus,ada yang komen ga awet bau nya jadi ragu beli nya",Negatif,Negatif,12/01/2024
,baayip5,https://www.tiktok.com/@baayip5,cewek yang aku suka tidak nyaman. malah bilang apaan sih dih ,Negatif,Negatif,12/01/2024
,naruto03339,https://www.tiktok.com/@naruto03339,parfum favorit saya ini  lagi nunggu paket nya dateng  tidak sabar ngeliat yang seratus mili,Positif,Positif,12/01/2024
,baayip5,https://www.tiktok.com/@baayip5,sama sekali ga enak aroma nya,Negatif,Negatif,12/01/2024
,renoalfaqihh,https://www.tiktok.com/@renoalfaqihh,dominant saya sudah habis dua terus HRNY SIDE EFFECt habis satu menurut saya sama sama enak jadi pengen beli HRNY lagi,Positif,Positif,12/01/2024
,widytama,https://www.tiktok.com/@widytama,harga sama kualitas gak cocok,Negatif,Negatif,12/01/2024
,nurmanz_e.dan,https://www.tiktok.com/@nurmanz_e.dan,aku beli kok bening ya cairan parfum nya gak kayak di vidio,Negatif,Negatif,12/01/2024
,wangaji_,https://www.tiktok.com/@wangaji_,aku pake dominant dari lama gak pernah pindah ke parfum yang lain,Positif,Positif,12/01/2024
,anakpolsek,https://www.tiktok.com/@anakpolsek,parfum di situ masih kalah sama parfum saya ,Negatif,Negatif,12/01/2024
,ilham.syahputr4,https://www.tiktok.com/@ilham.syahputr4,"Sudah SAYA BELI, MINYAK WANGI NYA GAK TAHAN LAMA",Negatif,Negatif,12/01/2024
,riyansaputra88765,https://www.tiktok.com/@riyansaputra88765,"ke Jakarta barat, dua hari nyampe gak kak ",Netral,Netral,11/01/2024
,akunmusiman_,https://www.tiktok.com/@akunmusiman_,jelek nya dominant kalo di pake di baju putih jadi berwarna kuning parfum nya kak,Negatif,Negatif,11/01/2024
,takiyag3nji,https://www.tiktok.com/@takiyag3nji,parfum dominant aku sudah nyampai tiga hari yang lalu pas aku coba wangi nya tahan lama di baju dan lembut banget ,Positif,Positif,11/01/2024
,mantanmujeh,https://www.tiktok.com/@mantanmujeh,ga awet bau nya,Negatif,Negatif,11/01/2024
,mantanmujeh,https://www.tiktok.com/@mantanmujeh,menang merek doang kualitas jelek,Negatif,Negatif,11/01/2024
,khairulhaiqalmuttaqin,https://www.tiktok.com/@khairulhaiqalmuttaqin,banyak tuh yang jual scentplus harga tiga puluh ribu dapet tiga tidak enak sama sekali dan botol nya jelek,Negatif,Negatif,11/01/2024
,fauziili,https://www.tiktok.com/@fauziili,sudah beli yang palsu tiga puluh ribu dapat tiga,Negatif,Negatif,11/01/2024
,immanuelpasaribu,https://www.tiktok.com/@immanuelpasaribu,sudah seminggu masih belum datang paket nya,Negatif,Negatif,11/01/2024
,tukanggulungkabel_,https://www.tiktok.com/@tukanggulungkabel_,harus beli parfum terbaik saat ini,Positif,Positif,11/01/2024
,pladimirvutin1,https://www.tiktok.com/@pladimirvutin1,Pengen pesan dominant tapi abis,Negatif,Negatif,11/01/2024
,hasirama_805,https://www.tiktok.com/@hasirama_805,parah paket dominant dan side effect di hapus,Negatif,Negatif,11/01/2024
,user642195268,https://www.tiktok.com/@user642195268,ini dia parfum favorit aku dominant akhir nya ada seratus mili yang di tunggu,Positif,Positif,11/01/2024
,makan.bang24,https://www.tiktok.com/@makan.bang24,nah gitu dong ka adain yang seratus mili kan aku langsung beli soal nya suka banget sama bau nya,Positif,Positif,11/01/2024
,ujangnurdin5369,https://www.tiktok.com/@ujangnurdin5369,ka cara scan barcode nya bagaimana ya ka,Netral,Netral,11/01/2024
,yalsz_,https://www.tiktok.com/@yalsz_,dominant sudah ada seratus mili selanjut nya side effect dong kak massa parfum terenak nya gak ada seratus mili,Negatif,Negatif,11/01/2024
,juni232003,https://www.tiktok.com/@juni232003,yang mr crus black dong ka adain seratus mili parah banget pilih kasih,Negatif,Negatif,11/01/2024
,revelationbasanta,https://www.tiktok.com/@revelationbasanta,lebih suka pro player sih lembut gitu bau nya,Positif,Positif,11/01/2024
,_yaaa592_,https://www.tiktok.com/@_yaaa592_,pelayanan nya cepat dan aman banget,Positif,Positif,11/01/2024
